	B-Cells	CD4+-T-Cells	CD8+-T-Cells	DCIS 1	DCIS 2	Endothelial	Invasive-Tumor-Core	Invasive-Tumor-Other	Invasive-Tumor-Surface	IRF7+-DCs	LAMP3+-DCs	Macrophages-1	Macrophages-2	Mast-Cells	Myoepi-ACTA2+	Myoepi-KRT15+	Perivascular-Like	Prolif-Invasive-Tumor	Stromal	Stromal-&-T-Cell-Hybrid	T-Cell-&-Tumor-Hybrid
SNORC	0.0543142795293463	0.0433328486085433	0.010079705218876	0.0693104382175054	0.0559728655009742	0.0608570889152637	0.104662017806754	0.124068971506391	0.13260492510428	0.0548311748127515	0.0675844636834884	0.0460372825829783	0.0686236761475011	0.195106723377688	0.106194228192424	0.247309687129775	0.102347305632699	0.0978720892789293	0.062194257834043	0	0.0875875312828444
INPP5D	3.44001069594515	2.12102928664935	2.17307394615741	0.0637151387499653	0.061213048464552	0.714200809736504	0.00424438634442198	0.0609623297425342	0.045961089430308	1.33402491964689	0.748930910937284	1.8974240438005	2.29798596075003	1.71993730797213	0.251051971704148	0.118501020779418	0.156751725040759	0.0315381332585572	0.255360077057628	1.71233958425543	0.790611113654198
DGKD	1.22784279987205	0.825231695890116	0.715366910110064	0.914162121022046	0.733266858150277	0.675942182877554	1.33475623657095	1.38784771644296	1.28905633620973	0.650247849747144	0.517553669540377	0.458270428678775	0.351114078445955	0.142118128588483	0.40385679045457	0.562632343317922	0.655776374450669	0.818150008856213	0.363554636030132	0.6070436666801	0.957776811563116
HJURP	0.345033733993522	0.108237320998846	0.158200964551875	0.545073417011747	0.620410497726084	0.260695402159398	0.57216661606868	0.540261598519782	0.543307573151067	0.154429676133199	0	0.280911797532904	0.108562027135895	0.445269016697588	0.221687919848099	0.162728535079468	0.312969468138548	2.86953331696281	0.27798849145856	0.0924752361768909	0.607369830537044
ARL4C	0.726280484674877	3.76046934574187	4.11237090554709	0.192155781147482	0.141378055440971	0.514946001907489	0.106412396473173	0.0451180598181309	0.0929077702930203	2.04771506844248	0.211328404878563	2.11344382463686	4.03922468702623	0.436183881690876	1.15602004927542	2.31060389648291	0.541442890120683	0.0859304203392054	0.76599316294284	2.42945146139066	1.12249326481813
SH3BP4	0.458388264714267	0.276705812453421	0.395003843187225	2.5386546694836	1.75132809232123	0.895718923030816	1.68294316090126	1.96632495076813	1.93066486688734	1.89429711277987	0.314537245689619	0.565504437842185	0.229399895365197	0.258331180573495	1.21479999310323	1.69562520797412	0.838674724622482	1.51885532789566	0.862709579592178	0.212238696681931	1.33012898869985
AGAP1	0.395429732436739	0.290169743951704	0.335780124912993	1.9022212406694	1.82803073812626	1.47545179715754	2.16864877281258	2.43186009330711	1.91324036407565	0.376213521253536	0.38721678107649	0.409685713980838	0.529589305739226	8.76315079334588	0.973515394426319	1.89620740225971	2.6310188861319	1.85026435793667	0.900801612571789	0.600323537673471	1.31291054874418
IQCA1	0.0457889866018497	0	0	0.0166351708495089	0.00297985749414982	0.11749674904495	0.000303471320427689	0.00151325880333947	0.00102116908542104	0	0	0.00926095261931557	0	0	0.442655736782398	0.178216511163209	0	0.00114066042995129	0.0921283691543958	0	0.0133039192043547
ACKR3	0.242199892998616	0.285064234266541	0.151652405494525	0.875029581432681	0.743807449177443	1.14949117240439	1.37020199497443	1.34213560191813	1.43530356905135	0.244003552355025	0.445542761118163	0.255433275366477	0.045835623214697	0	0.656548214593748	0.295180136925029	0.603175945337979	1.14425120951314	0.662497975083095	0.525306990154279	0.994492981135192
COL6A3	2.53955918774031	0.765931436589257	1.5495601565069	0.95146466363142	0.571149318135643	3.8003916173683	0.323789581990009	0.256689338781215	0.437517224917004	2.418926057655	0.752903092697985	1.50016544961613	1.1426051959769	1.38536304586558	1.8734150657391	0.737275200835442	10.652916703088	0.424919161080716	61.2449636947304	31.9478026282021	0.914567494816138
MLPH	3.80991452377073	1.76405678861999	1.90624716243138	15.2190925525558	17.4288520777151	3.55792036570027	20.2871704395672	20.7841872368197	17.8582570978454	2.53037006753994	1.68877031983554	3.71095752470596	1.05383901837854	12.8096093738286	5.88660821378107	7.26872230595658	2.83134736353942	14.0140540306158	3.58081573550353	2.22559726429223	12.2348165844039
RAB17	0.134901032595273	0.0813598175329035	0.097999220341829	1.35505546257334	0.79040324529523	0.15324997804198	0.828094002506913	0.516101146719453	0.682122433053832	0.0851144298675113	0.289844656148892	0.16426505699071	0.0653488923790792	0	0.435814160558017	0.958629584103399	0.164472948224064	0.353092389462365	0.214639743973332	0.170745771899366	0.45564059898021
RAMP1	0.0318179646895487	0.0260481098541066	0.0385549195433096	0.0500764548034043	0.420296737294123	0.0633497381498117	0.0305837112716188	0.0278474172872964	0.0513395663509925	0.148904976689227	0.450856174486078	0.0803970275744037	0.227554747150309	0	0.2473834072991	0.110948397180961	0.153244467274337	0.0413831276874755	0.491819983066831	0.103336067654514	0.102994661222709
HES6	0.102654146285335	0.0660022021228408	0.072807795451729	0.750127184741106	0.294448602930571	0.169471708141387	0.500099147586904	0.398146017030846	0.402012450287818	0.0639838638134142	0.062599768380857	0.176596481189344	0.182783097142126	0	0.15558759158292	0.192856059071168	0.0712660115044885	0.553139875606422	0.136635291943315	0.0769842686913067	0.265020959312023
TWIST2	0.0266300861025613	0.00427628934400011	0.0130500754232129	0.0145913030535773	0.0259635214845114	0.026471557397867	0	0.000747439571005563	0.00236574455869781	0.0227567900942438	0	0.00881953132368133	0	0	0.0794525950785216	0.021440871298995	0.0122197253250141	0.00330657949336892	1.20069735424136	0.420971741592716	0.00280438806602637
GPC1	0.960139748312645	0.394767881927084	0.595833656224908	7.3521067302213	3.5287751060186	0.740334555778293	3.76438936119213	3.85670352649527	3.42431784685553	0.415768117077101	0.888620223003805	0.800739072516905	0.534058939768623	0	5.06499386658355	1.92927966621986	0.738318291286861	2.03343476233377	1.73155465667864	1.22974882178293	2.13659736267692
GPR35	0.342977197385344	0.206582116386801	0.479562760958512	0.753642506675838	0.393907135537542	0.128575865082933	0.36446203415819	0.354801932609562	0.284061582377312	0.298957565643235	0.359634130081681	0.333709205122319	0.0680879837071926	0.135242963984799	0.215369864953406	0.203003796864165	0.156901626682082	0.181930788028316	0.14379156206942	0.188339490176595	0.195978170243794
SNED1	0.263460505029602	0.103945579869692	0.0478420978296758	0.268705277278049	0.111096128867869	0.957662969124885	0.197895807655868	0.256181837034923	0.22171477708402	0.0732629827067767	0.191721467052666	0.143346753727096	0.0995028242482188	0.150391770562315	0.519952458489413	0.206934212276332	0.873583929897507	0.165719479964118	3.05084044844165	1.39157102796932	0.237037073071154
MTERF4	3.27601576091745	3.65025339185298	2.43157379869799	0.66534789790655	0.625722067661245	1.40565099174036	0.736680650454061	0.71484962265981	0.738388369193545	1.19493550254215	1.93906630940982	1.16038495519474	0.96536040137917	1.36858524167244	1.06457867542198	1.15998517901563	1.27941730593023	0.567402130283119	0.926694403174087	2.31396122135742	1.64766926786385
FARP2	1.38003951629395	0.564152393479793	0.463765611033081	1.11127422187409	0.957837487800121	0.689104467379685	0.895975946053186	0.955572435733848	1.0468751059674	1.23202933772872	5.44867399757815	0.80294000164566	0.599973614434094	1.37018841683184	0.797432373774093	1.03456308346188	0.944311868941508	0.730430013369267	0.662250400506674	0.441299292397948	0.704195173973021
BOK	0.114027934853588	0.0795079172635486	0.0995885351969433	0.577039533026327	0.466415003687512	0.285464139025997	0.360284806120026	0.400535113367911	0.315093250709447	0.0264007352470167	0	0.102830329762492	0.0591744903435958	0.211264630075633	0.296534550656908	0.595249097671842	0.314130873717008	0.225201830437309	0.253551081474404	0.0443545525512739	0.345844356532693
DTYMK	0.357364035155964	0.409922477746486	0.263200623788546	0.761681935577798	0.664303578359514	0.443049847235391	0.724838552783247	0.776532276028391	0.681920227257027	0.38889514371617	0.138643041388058	0.403046338918224	0.22764416354407	0.450086877569456	0.540755960791042	0.461683052869165	0.317499099830618	1.60777219267229	0.359880012793605	0.25817200618316	0.69446677276704
NEU4	0.0511203283973967	0.0323386756914576	0.05703200458652	0.134649821258959	0.0184222030159736	0.0752149356153717	0.207850474806236	0.234610275277244	0.161005063150004	0	0	0.0330664914977848	0	0	0.0719561092018577	0.0461701062595381	0.0269645812122677	0.127910284063516	0.0562384307963102	0.0208507089241034	0.10586653880306
CHL1	0.119271477668295	0.0231470212729347	0.0749621128866749	0.177326350877978	0.266942711758684	0.121448781881496	0.061303065215175	0.0550357872892809	0.0868572284317023	0.0624938633382106	0	0.0441946901142647	0.0242502301224323	0	0.139692375798996	0.143632739221283	0.0943724065131073	0.0462030210917768	0.966113276524455	0.608519674000251	0.0502843099187335
LRRN1	0.118082466860331	0.00454273303539062	0.00513494639115968	0.0618141934002189	0.117625049608172	0.027347073382483	0.178909169585152	0.140630741216164	0.125638470938585	0.0197371018039711	0	0.0393691199791227	0.0472052961862625	0	0.597939922309633	0.207803852927258	0.00496326693605511	0.0737597682315038	0.115157048075471	0.0762318344501381	0.0923289213274907
BHLHE40	1.32121586638887	1.58345708174432	2.01532077499138	5.3051137474358	3.2087810832236	2.70187050724638	1.58408298944236	2.11660359354834	1.75587979299806	2.96375080075679	2.87659953336762	1.67887861774622	0.702319401385607	8.69493079171067	2.46054452754419	3.89601540536106	1.3645917301574	1.64543059737642	2.42984580686482	1.95767970962315	2.20743162653175
LMCD1	0.074957553274814	0.0846194642114366	0.0928448951360417	0.0857539549490312	0.0924803733161347	1.59959795624173	0.0126421091666791	0.0621863127792686	0.0354606398033116	0.0279738452363949	0.16493485073396	0.0377911498765654	0.0561512391055646	0	0.0775196156204643	0.0947422822232133	0.749782741369313	0.0148966858330481	0.839383586881094	0.331124809739561	0.0685312865686094
SSUH2	0.00629479320014042	0	0.00528541226215645	0.00800440023139172	0.0608549420879527	0.508211358250986	0.0605614599190857	0.0761621095481784	0.106905536187377	0	0	0.014214024905091	0	0	0.0273754032871653	0.0340509404453494	0	0.0920548582878918	0.0211102788768649	0.0100102504965084	0.0521429734416648
OXTR	0.0369049735855797	0.0127372574065281	0.0379862617209001	0.100219592373933	0.116884136858109	0.229731324172693	0.210164579989158	0.104599713933889	0.120582789470721	0.0775633474401671	0	0.0702021762166962	0.0439880069809822	0	1.10663536926246	0.128033229750401	0.0686635071910848	0.195648043355643	0.0749364936909285	0.19438397918664	0.117476729894775
CAMK1	0.0823307414796842	0.169359112961112	0.189101765597175	0.0589514612265147	0.1454105222228	0.473526968235717	0.173135553377376	0.164810048097389	0.154096732004601	0.153735170557106	0.0856567733093494	0.692969748315052	0.438488333637968	0.749827137647833	0.152903548214321	0.216755438585074	0.844748731919977	0.185548055115582	0.409854324076558	0.273670792450233	0.141860698130747
FANCD2	0.714043403340949	0.270880367091481	0.214864783948851	0.27723951601363	0.257047908037076	0.122694137808817	0.235481397661652	0.21988604194153	0.229644641077647	0.167341067586073	0.282244428368081	0.258566866764871	0.0993937316584186	0.195106723377688	0.219891038445382	0.170116954752837	0.0429763469546722	0.752527852665	0.0851404906158632	0.0981470423803788	0.260274358832732
TATDN2	1.25126503359439	2.04981475996121	1.86609175518739	0.776274746071833	0.574501228325314	0.835255024725567	0.656244916320526	0.789558378568191	0.672189598677934	1.93427948993757	1.23850167577659	1.23933881082428	1.01566368385162	0.863545451502235	0.772628153440538	0.678154773987237	0.924927146778681	0.615524169852282	0.830630769521036	1.83700502350153	1.08954765739959
GHRL	0.00692630138276681	0	0	0.00107035030905385	0.0176927964684737	0	0.00848585419590195	0.0428405079913708	0.0152188398565978	0.533393742089125	0	0.239934782017437	0.179312755418879	0.287034645081661	0.0261864119481661	0.011723488299283	0.0344109702173053	0.00137975186395183	0.0428915097355061	0	0
SLC6A1	0	0	0	0.00874135466334452	0.00062001035045279	0.079664994614447	0	0.0023778362831185	0.00246414517777404	0	0	0.00334549756247048	0	0	0.00668772597009234	0	2.07069985546879	0.00113956018255607	0.0379397801123986	0	0
HRH1	0.00898114319175459	0.00796083270310074	0.0141338760741746	0.014926950349315	0.00416804045443306	0.387096957884129	0.00157445572703977	0	0.00413515560183381	0	0	0.0696140241177557	1.10726502045309	0	0.0392706941540636	0.0321438877028746	0.00863039140551102	0.00170698243444832	0.186856774629064	0.100903805388042	0.000599763813010437
ATG7	1.31539198664075	1.281836124844	1.19847003008991	0.741475903198507	0.540971249105107	1.02380349081753	0.730623096268568	0.501935007214897	0.609903113837864	0.72338269644712	2.56472655848113	2.66461009751165	5.5782795815502	0.53820592873729	0.902639089461787	0.611860462709724	0.87419780661643	0.634267866177022	0.996232063224031	0.858883813531167	0.642689018141634
TAMM41	1.21473946391883	1.28929468255723	1.05074842229803	0.626052966834372	0.481645605958188	0.604958265354959	0.676618757158178	0.592470898262401	0.627853583079033	0.470179643768516	1.86953797854072	0.596236433235825	0.60142890310311	0	0.748651560372817	0.70878665790317	0.340090947587026	0.355770825957582	0.731294105355521	0.760853642442626	0.686556418244471
PPARG	0.163619916779267	0.0261561147210438	0.0669479808346301	0.0812487974827491	0.0785301074645573	1.66842240566179	0.134715827271073	0.157051919129764	0.0802730113610929	0.014983967155144	0.210201664110739	0.454354167819805	0.171638970160076	0	0.042588571929509	0.15728764407589	1.66839593872526	0.123721100354778	0.453891757120208	0.286779578967152	0.144073024693447
NUP210	2.64644904773178	2.84707979279679	2.40122782457808	1.13611270638954	0.773034654714522	0.371811354031135	0.877219452230023	0.884710962264486	0.95625711396089	2.7202612545878	1.14453098200477	1.19536891340408	0.228980159044535	1.47822047875267	0.48130793253539	0.682455188287843	0.503212564030928	1.58672068546847	0.321110629764077	1.81369158761781	1.35630130524891
HDAC11	0.158710701700637	0.052368531277741	0.0986211515875553	0.566124970872196	0.378263203376597	0.119481373601683	0.287889708605808	0.263407363703514	0.34921797355246	0.094264236674613	0.0963372574709543	0.16490467354862	0.0806794406755224	0	0.262963039539041	0.337213467473443	0.268045149175925	0.254337075309773	0.189718419393215	0.109849566136861	0.290151785099634
FBLN2	0.23891380359592	0.153899026248912	0.196917163609343	0.143306949782707	0.0645371887430629	1.95179907737958	0.0235696806210504	0.105974801641818	0.0408126212936997	0.529035170817797	0.209252608078107	0.211938902088119	0.108194549646657	0.720142304273025	0.256977285305522	0.432839242012965	0.461943432227258	0.0546161483977121	6.31907279335063	3.6080276544356	0.13711248670321
LSM3	0.101934006043565	0.0854102311801858	0.0366516590305414	0.140300024616445	0.128049991047258	0.0614030517274014	0.154534307964585	0.16206426802859	0.1501794828525	0.014983967155144	0	0.0793522502056748	0.0974746992000012	0	0.0796553617630695	0.131232623700644	0.00716862689865023	0.245365001456966	0.0330584980294492	0.0743560347018946	0.104560302003016
FGD5	0.0290268430425525	0.0143403645142756	0.0282274292357913	0.0175571598751205	0.020632074160806	1.99816284325347	0.0434619766038326	0.0123499639005737	0.0352886441804365	0.0487004032636128	0	0.143360902390503	0.107915913424297	0	0.0463364614884786	0.0747872989208331	0.293175785071844	0.0170145643838278	0.182085340659537	0.0758530991964731	0.0164972490579653
OXNAD1	0.836866005372541	6.26639118466308	4.6692329948177	0.610353611278114	0.377928453770902	0.586837087837262	0.422460350659126	0.378771865916506	0.461478784220206	0.440426650268162	0.12935009545746	0.852344443357605	0.38688640894978	0	0.564545975354627	0.552883289428798	0.620550885441352	0.505816518361248	0.440190766771131	3.49195300159959	1.90012800947874
RFTN1	0.894271322147442	0.846796890323888	0.879359146696545	0.0661230382336512	0.147419677186185	1.13987800806483	0.0899870604939296	0.108000399561899	0.127799840171261	0.850554119424668	6.03965145777985	0.689020386184806	0.526961158190885	2.55294764522513	0.105923442938419	0.0993233006014581	2.26646332184331	0.0877871190899992	0.685928860293935	0.822012684190563	0.23955861000894
PLCL2	1.09624649469468	1.5759779532318	1.66264122767607	0.0599679475930238	0.0176308780687802	0.735391077838996	0.0176429275972973	0.0217618506753651	0.0238996626270772	0.666068438637352	0.40493789190085	0.841647954886241	1.11921730416552	0.637178887423141	0.113001877888217	0.16716381980779	0.364604855072585	0.0223547130002954	0.686532498573233	1.19508612974794	0.468556326628855
SATB1	0.737730985358322	2.79890956476608	2.18753402977743	0.0800749882288373	0.0608916821209083	0.57230331652063	0.013644259028532	0.0053146714948564	0.0277253756672247	1.67973450662028	0.967996073128171	1.40880774512513	1.15594164148534	3.54813135132187	0.325279239509793	0.887405062163692	0.556718465186202	0.0328795304130685	0.445599045947432	1.77950516876017	0.809872034373139
KCNH8	1.00519676031983	0	0	0.00362299859703827	0.00908879035620432	0.00720372567795173	0	0.00363920088971183	0.00542081779046794	0.641219342152573	0	0.0402907050222813	0.0132500523377067	0.150391770562315	0.22421660433531	0.245371306202249	0	0.00365690624814357	0.00635933177854001	0	0.0069017142042295
KAT2B	1.61580819788048	2.78938848723194	2.49985956888399	0.194943411971882	0.0882840899679045	0.696311311148974	0.145600826309454	0.113377190472791	0.165179184969526	2.49498900186783	1.80518298795657	0.746623491870348	0.513404605770298	0.461802399569568	0.329414593022398	0.300259288486692	0.628944558622915	0.0842244947293	0.343244716850481	2.0876687638385	0.821104813330359
SGO1	0.0706733206643711	0.0149472204068738	0.0437221873499418	0.0934567081375497	0.0876617970150961	0.0682633628641641	0.0591477247635361	0.143509569185577	0.0838154336113866	0.0782521597596093	0.0562822215718499	0.0404956112173402	0	0.148423005565863	0.0389744676617138	0.0232468854894076	0.0472603465116944	0.422193145223076	0.0518179255447404	0	0.06057220355022
ZNF385D	0	0	0.00447035262141478	0.00352253190912007	0.00219254971206828	1.18661749593075	0.00135401858498829	0	0.005213953817054	0	0	0.00641526755248168	0	0	0.156078227159049	0.0267985496768391	0.036929258312776	0.000909419195536759	0.0387111813842205	0	0
UBE2E2	0.961809955274747	0.141924557613078	0.151945721777694	0.388431639410523	0.320622853455244	0.682368469968051	0.460632953903668	0.442386525381945	0.40037273424969	1.88608986590408	1.52638899435992	1.05199738561592	1.17646610763518	0	0.467596495031621	0.449345767198871	1.60419870552409	0.335561827405662	0.713460077921197	0.318122193099972	0.280242040788371
NGLY1	1.39962262170251	1.02530453054161	0.999908998564087	0.562280316022104	0.399790247808971	0.451958869443077	0.36994075426619	0.476056115435731	0.446600843866839	2.82753967857888	0.963304987765704	0.65194348292056	0.602287249728739	0.413723774498922	0.491617970769541	0.638763355461196	0.597673742996109	0.436216844786767	0.347970816528705	0.820247688207934	0.540389557694685
OXSM	0.284428507641926	0.129172816037466	0.191000189211768	0.300017916013191	0.229811630320603	0.231236719849223	0.282439052253773	0.429630022562536	0.322479392989387	0.316874350229421	0	0.14740925773654	0.157826146228777	0.32916392363397	0.254598333475227	0.223038614559843	0.184336234972643	0.259216326994019	0.159697487620949	0.213827831434986	0.270630253000719
NEK10	0.0503935997888628	0.0847673591468102	0.210958328770624	0.0743391739975071	0.427789981518566	0.204673202444861	0.0567478535295372	0.0455994403219056	0.0549298589674138	0.121762160611643	0.191721467052666	0.121548822937235	0.0964087885097624	0	0.227061143803639	0.490633811389654	0.0874289834532655	0.0447129033040253	0.124688744868305	0.0803423408023243	0.133827335842921
EOMES	0.0649050749662679	0.198843841856645	2.0601450285735	0.0174467091167067	0.00786520141785504	0.0452762649988281	0.00296199147075241	0.00388587345109084	0.00236656844177646	0.0803645691842799	0	0.0963678780517414	0.0174975984546121	0	0.0239303894599479	0.0892263199721659	0.00656090488000105	0.00464596322518027	0.0277687236612525	0.450708181463771	0.239728127014733
CMC1	0.209573024084431	0.29169839968394	0.553833902326804	0.252164911148116	0.252755263994777	0.267907138450134	0.247401502271883	0.207680708272937	0.212835018631025	0.295984196142327	0.084603570485854	0.267926088791524	0.23663441548869	0	0.279064248538262	0.243280993936405	0.0451530383012974	0.261269579977219	0.140223771357674	0.474291962702416	0.342383076417555
RBMS3	0.0606870660084274	0.189735089150308	0.120870111156985	0.108323098570413	0.0454187339703231	1.4202116462108	0.039435281980916	0.0268747539650758	0.0199666678333934	0.574891453062102	0.131314590364135	0.0836326703707008	0.0702432818203923	0.150391770562315	1.98611660339435	0.38739910137274	3.24577616092268	0.0268287162184917	3.57753053475187	0.635396336965226	0.0495995149909421
TGFBR2	3.55116009799938	4.38447557266003	5.13665731649099	0.364736808268373	0.199945321684742	9.25567579111003	0.218757199892832	0.284469627302681	0.279333497651779	4.07613147480956	3.3594820910554	3.29393433627898	3.34708359510776	1.93682105130537	1.7574056106123	1.49304024588048	2.82389816258972	0.170205783253161	2.58761077106704	3.70077833550946	1.75366092422678
OSBPL10	2.24780907841181	0.158946382963265	0.167321668092714	0.60767013579442	0.802944853416903	0.753705649841991	1.32770588747573	1.23702852029458	1.29103744846131	0.236548820931678	0.0752650134885656	0.284759473630731	0.0559635380989637	0	0.39894405846091	0.776737407194311	0.788854986900761	1.07780952260479	0.479444154874954	0.122477383302532	0.92150377882785
ZNF860	0.675094736006878	0.0559620282520729	0.0253759951204819	0.262542858119938	0.338020118983419	0.146099155838421	0.671235853425593	0.881151131419737	0.63955937184813	0.0213117828585068	0.0300595868376203	0.121787447898877	0.0736793921167353	0	0.209119653297893	0.14211408333147	0.0622472789975896	0.579104053168871	0.0927347477942647	0.183281508527191	0.515633363420676
CMTM7	0.672668692819714	0.903401223534342	0.655721113234049	0.0560120168376552	0.089763382222506	0.425216522969141	0.139696433857313	0.0893163881876477	0.116270316656785	0.451088101384125	0	0.639635181510269	1.08676631347832	1.07555768756697	0.770306865026909	1.3179105806944	0.173238779529067	0.109679599741446	0.160863405480965	0.229598377027721	0.267781687891494
CCR4	0.323631019465501	3.37954453429065	1.25161030791654	0.0366746857443643	0.0231465390027195	0.0786685268514642	0.00203991419364402	0.00164172988421207	0.00572661137496133	0.111304325103165	0	0.266111988365803	0.0559066968164752	0.226757369614512	0.0978350464062747	0.0931484526826649	0.154039128874174	0.0169460318809035	0.124038208621618	2.35526006535241	0.798925476700194
TMPPE	0.256878923374136	0.20835372706759	0.180350689474566	0.16500954841711	0.091288904872515	0.167851724935573	0.111328855895751	0.0793422605369098	0.101964849343794	0.317518113380782	0.560807987617281	0.426042425534171	0.309557609311473	0.351431134168126	0.116538755563141	0.170119437017884	0.151617545571518	0.10097220654732	0.139496512639107	0.169863088177521	0.124943826228996
FBXL2	0.077407110418072	0.00639771524793066	0.031075875508066	0.467553480318421	0.411695379770765	0.230751480636083	0.457639561206776	0.516335549594349	0.402679300927976	0.0888621912516651	0.0493670288911599	0.0698387892747401	0.0174975984546121	0.0775386142298865	0.584769908421111	0.413468914806459	0.434477336959043	0.177927617850563	0.396632289788613	0.163204939125811	0.225972166440123
TRANK1	1.19903323739475	1.37350767535855	1.73845058242081	0.102834296380451	0.0692230120644787	0.53871450393203	0.0481694131166344	0.0611099093086016	0.036362642614374	0.194772756605385	0.554653818451202	0.504559934525702	0.359153082722708	0.539331401648005	0.346337760040597	0.269973320055852	1.12892138607343	0.0243806032236773	1.25215249560977	1.32410176983159	0.446602579952524
ITGA9	0.108645429449345	0.017390863730916	0.0131410387917083	0.0655803646827845	0.0465085398949241	3.10870815228148	0.0676872214908605	0.101501582069825	0.066885181932673	0.0911259624345391	0	0.530685078329753	2.61742863781514	8.33025974002841	0.908306646480548	0.286837181782005	0.189731801152858	0.0249598710086014	0.457907710629701	0.0674142643770661	0.0538817370289031
VILL	0.525965134916243	0.749104160948053	0.583201786313633	0.323314929137694	0.310276884090808	0.241694692347652	0.364490733327822	0.257295381056576	0.275375226398408	0.467320736695135	0	0.298038862754832	0.189660825586683	0	0.263041049549648	0.228389135853523	0.119254088855405	0.264098763865603	0.267235391662397	0.562036471971136	0.460615638807323
DLEC1	0.121498701428408	0.193210232940017	0.0531335520729682	0.0459252047020728	0.0779994863901667	0.0351094898152871	0.25184620546188	0.206364522221195	0.127181821711901	0.0213117828585068	0.141544820167306	0.06232211558747	0.043193511855667	0.297062056263553	0.0555303827741213	0.0530333953462264	0.139509361197487	0.066741768496024	0.0792746839343713	0.115664017296441	0.11215911398279
XYLB	0.0802436174922793	0.152265641637191	0.100692640721639	0.285144787883316	0.317177057134925	0.131956353098323	0.451417272253771	0.374298140805521	0.480484219218329	0.0156086371695695	0.159330370347839	0.195329856173477	0.153759902669408	0.203877754898163	0.206992371825138	0.194670540671172	0.217787042445921	0.460859259841321	0.244261488084447	0.101338445189089	0.243069728449849
CSRNP1	0.345083443900501	0.287684212307938	0.107846917510345	0.209805030628261	0.27739925771182	1.6953039589107	0.315335885517723	0.339003737687894	0.271659007357654	0.272077789461107	0.325371206044281	0.237560620841225	0.217188249630561	1.25589832287157	0.426216429053001	0.63669860515121	0.782424171457536	0.191520547816004	0.841741274752214	0.30543101125123	0.282948704529269
CX3CR1	0.0122667049961781	0.0061313657371925	0.139951168659018	0.0179252750387096	0.0240279835052001	0.0275980260396144	0.00592624857372798	0.0188188169100286	0.0249379465343905	0	0.1125644431437	0.701082957526104	0.252956494839198	0	0.0590902729635817	0.0207702553247134	0.0258911742165331	0.00653808494514755	0.0230338350373576	0.0890230828445339	0.00703498414437139
VIPR1	0.102725504423502	0.396095974305066	0.162170259790472	0.426251655371192	0.348490569504011	0.135701521229027	0.459224747832314	0.599202231849095	0.434837537339744	0.100726763598064	0.269293711804518	0.128305026795109	0.0435297041944422	0	0.347190713059726	0.31792486152038	0.178654732133865	0.281409334532905	0.123874328092714	0.269611266007184	0.264744063876915
CCDC13	0.0630968226782778	0.0457055101993368	0.0253812932248323	0.0751672110254216	0.249245255211356	0.0517906927684548	0.234327275085722	0.228193731194178	0.208815171558904	0.225250311990029	0.141544820167306	0.0973238178478355	0.163822969787099	0	0.129024130874923	0.0942911655441678	0.0203135011230375	0.100754693000132	0.0591821395817022	0.0857836567713532	0.175931369597216
ACKR2	0.0738399394230969	0.0254332900855984	0.0614504199562347	0.970522547612295	0.326411315789109	1.19393240974891	0.0775903530889126	0.0544273923983684	0.051222020530284	0.0499055454856438	0.0107521447840808	0.0728534859607484	0.0281037816448581	0.834449478912168	0.0973209452155835	0.307217561297326	0.00901903301301786	0.0429932399402767	0.134398280484707	0.0183390294914052	0.0668402815489843
ZNF662	0.0688026167674117	0.064339146126618	0.0578856774579603	0.467213782716546	0.335768877457525	0.15565636829379	0.407782845042827	0.528314997860173	0.306171691910338	0.0662945115312041	0.16493485073396	0.0829856352490938	0.0567664895228369	0	0.259287024532805	0.307414976675644	0.243399169003067	0.319094850372993	0.215532245647067	0.0609598547246416	0.242046696892966
ZKSCAN7	0.0911304379893782	0.106880699299279	0.112972984918514	0.183775369629858	0.0115809662527251	0.0480472032269499	0.0145818885546264	0.00360284505296394	0.00364394742753326	0.035344931183419	0	0.071908735125308	0.102369000450408	0.194548744187856	0.174621600758092	0.300339373772698	0.2682410423051	0.00361341785316231	0.138744390922456	0.0967892442566125	0.0693184223696838
ZNF502	0.135102030270796	0.125467608877978	0.0301384408557306	0.0053014898848667	0.023930495067483	0.141494470088264	0.00159959664570982	0	0.00318563911002161	0	0.670951829477075	0.0718121279371726	0.0361810068919985	0.147992481981915	0.160340529916666	0.218067457474181	0.125090527392584	0.00140138549338931	0.179295433384536	0.147347576113922	0.0424142526276114
KIF15	0.115795134023682	0.039693614198538	0.117576622835707	0.293219639169828	0.194930279205244	0.11582434849709	0.287281037196835	0.380651075127605	0.222827066488077	0.106931573329368	0	0.123127457676452	0.118619638339272	0.414764336101108	0.0762862306911714	0.0895741751863239	0.0950908380160942	0.952580449859153	0.0875673091010954	0.0577168982612622	0.216477483607422
CLEC3B	0.00655005967328902	0	0	0.0059651541159307	0.0192387410232133	0.525466174348566	0.019272138496605	0.0312287456033704	0.0134054612893151	0	0.0643670466467987	0.00238020431673855	0.108601615342511	0	0.0398371872904957	0.00555966568263694	0.113136587346225	0.0131976039947109	0.1604296122187	0.0649971493687859	0.0366145665506436
