	B-Cells	CD4+-T-Cells	CD8+-T-Cells	DCIS 1	DCIS 2	Endothelial	Invasive-Tumor-Core	Invasive-Tumor-Other	Invasive-Tumor-Surface	IRF7+-DCs	LAMP3+-DCs	Macrophages-1	Macrophages-2	Mast-Cells	Myoepi-ACTA2+	Myoepi-KRT15+	Perivascular-Like	Prolif-Invasive-Tumor	Stromal	Stromal-&-T-Cell-Hybrid	T-Cell-&-Tumor-Hybrid
NADK	0.802559401433512	0.445736044202006	0.39630572975332	0.610585726174126	0.649218540787817	0.718237096834475	0.710831158171917	0.648879906133028	0.664353561578799	2.79497143144189	1.76395911328078	1.12854868480105	1.20851027470764	0	0.489996264377235	0.490054010399699	0.652478613584868	0.638710923976404	0.469720627025962	0.495589394547887	0.535896266607166
GABRD	0.0104715859069631	0.0172851408153864	0	0.0518791029726354	0.0014240846269749	0.856449633396672	0.000692413700845292	0	0.00170963077852184	0.0644901759092224	0	0.0119986124890586	0	0	0.0039913232015748	0.0182514516448483	0.488356591107185	0.000744683592133222	0.014604666132777	0.00991937531742001	0
PLCH2	0.207182272404561	0.676718870439537	0.994946578389611	0.258801740759454	0.443401563817965	0.142641628045595	0.581252307746145	0.465524094830266	0.482304605157404	0.0772115069031801	0.919475960299139	0.172786239267562	0.0671446111384777	0	1.76599926739241	0.341036328158314	0.061433396485038	0.245222741441513	0.0782898611116649	0.47276414692538	0.532012830742245
PANK4	0.630074711115581	1.47490612509954	1.52453718078279	0.343619564939662	0.386497218446017	0.503774649659866	0.418692865733877	0.503482443655996	0.367523358390498	0.283078383349682	0.183401097668182	0.547152828678019	0.606506136596776	0.147992481981915	0.519740749221919	0.658430302355352	0.776183480849683	0.432829208368755	0.44524455935655	1.02916875738704	0.612103171690217
PRXL2B	0.220667736576177	0.262532523935671	0.277969663756142	0.983534621645357	0.390680932202763	0.474837768756286	0.317348014120677	0.397907507285387	0.2791476633006	0.163787278781212	0.0107521447840808	0.204210245062388	0.172934615555525	0.389238002539454	0.36672321225138	0.466990131251895	0.0377158802562184	0.285354348655305	0.132810636617536	0.504395940280284	0.242142233718008
ARHGEF16	0.148691685578913	0.0671372934942141	0.0824397878725408	0.984429152611564	0.898952977766928	0.0928233820402993	0.684615734228043	0.779184080730866	0.690681237672015	0.0726580120465969	0.0300595868376203	0.132727594536647	0.057710853323578	0	0.429437455467372	0.608289692044502	0.205865341249268	0.515580644440016	0.143383025771184	0.070092266130684	0.448540835506822
TP73	0.0646097548797856	0.0187028503942988	0.0337217570799568	0.127952359809412	0.1168974411876	0.0350746614555157	0.14798950674466	0.106426065570168	0.169935283300508	0.0249866028277095	0	0.0417490411064554	0	0.180603214737222	0.367126088154064	0.0450297777509207	0.0607788252290278	0.31329173322638	0.0446898386489651	0.0863176246305162	0.12208539179073
AJAP1	0.00911978677028626	0	0.005532442241303	0.0160411947353649	0.00467502516425609	0.0980387084390711	0	0.0023778362831185	0.00193283763103946	0.726954781741871	0	0.00112405497887788	0	0	0.211614186886409	0.0207091287404254	0.211158789189829	0.00153428909801259	0.0468059412635235	0	0.00677336981921876
KCNAB2	1.64086876878267	4.01986215351064	3.94258689746847	0.218842424305188	0.152066411040604	0.488829971080864	0.129139456285115	0.234314154149057	0.140937879364726	1.76493946216102	0.160176203073301	3.36676534160944	3.26328348761057	3.20669865570546	0.456607409528244	0.2490012693015	0.653725455686419	0.140449006532778	0.482773068754823	2.39950163511402	1.2316284939228
RNF207	0.0829682821015374	0.10184160869328	0.0476850635708441	0.136605338073134	0.157693149630061	0.126439058835	0.162936293708217	0.206658774150143	0.161664599311007	0.00493929117220246	0.253542440926647	0.0877885684426225	0.00678854826216559	0	0.242468126141541	0.427757105259419	0.213563303738486	0.122874086850363	0.413782564688054	0.0579057194069257	0.0937293242357618
GPR153	0.0498852968308171	0.0121021704023501	0.0382412177972445	0.12288506836968	0.0916521207763376	0.024487998785419	0.0338192784342228	0.00899054768584567	0.0261414634430544	0.0635784077022055	1.27045627791391	0.0852514808601545	0.051405850802587	0.408825413616281	0.184003387086861	0.0754246534975348	0.545413961625224	0.0218685509009394	0.559842303209525	0.250410279070927	0.0463101988957719
TNFRSF25	0.503024498827331	5.72035166226779	2.53959948574442	0.501267422926739	0.142464782535741	1.38897004106412	0.159059794323806	0.0500438040709581	0.122245103830529	0.381723716544325	0.71813186939069	0.564383144816471	5.15749178670365	0	0.599781401163195	0.433857229558563	0.461568425347719	0.0888114461343379	0.384492686592697	3.45142997380914	1.2168904249616
PLEKHG5	0.104576933097411	0.186650378380065	0.0906855470585604	0.49294634094358	0.138315338539912	1.38042192508429	0.111254769078174	0.0972197470384663	0.122356247962026	0.0327936545039671	0	0.245495496859834	8.91732517660476	0	0.484367899264743	0.315749997487867	0.15702279367309	0.066524841452361	0.33822044420443	0.125968226696708	0.078452632737868
NOL9	0.506936963637493	0.728003671085142	0.552333321863372	0.24245078739166	0.211363197304302	0.559212592635972	0.211248897914666	0.201025106168792	0.210547864417649	0.352169606502486	0.617522141864899	0.346813600506133	0.323756550529593	0.67784890977281	0.371649504505055	0.315564311082413	0.404602974987836	0.21973149087451	0.427513052473281	0.490992306593292	0.242463553440372
KLHL21	0.408874267381182	0.550806981130114	0.529216015611714	0.577597413204901	0.274371146501772	0.407418993013744	0.200578368306622	0.172709483987229	0.158072630875794	0.266428444671059	0.154626422563088	0.426826678417521	0.462113710709173	1.14606324416099	2.18242813967951	0.676065095699279	0.488698759437727	0.214800468807234	0.870303520971174	0.681926402282473	0.406159068737673
ERRFI1	0.090703198376109	0.0833316700601849	0.043779944079679	0.397354487847142	0.349361318435155	0.513425163274751	0.166916637314968	0.204525784953512	0.214396715019155	0	0.299289681900882	0.132425212519975	0.0214610696197098	0	2.77633674327071	3.49106119035904	0.522307505861361	0.196974626204278	0.845741613622383	0.337220244694326	0.143535788424287
PIK3CD	2.88065508374048	3.63145710871462	4.24783399373897	0.106949518522275	0.0652732637693435	0.273895264066407	0.0121248929511146	0.0263786540378137	0.0319992269040273	4.49582157826979	0.648234238525582	1.8410214200724	2.31223885084967	1.08961040441415	0.565646709898027	0.333372512198362	0.672853361001955	0.0353043849217345	0.421797568270666	3.06202391035982	1.1005662448571
RBP7	0.0538523296052343	0.0124736569571253	0.00390771539327248	0.00501705574179477	0.00667729349405862	1.96555566117579	0	0.00666897456724538	0.0149003516412964	0.0588955497386546	0	0.0518528986031611	0.386724334408855	0	0.0234777554500944	0.0789386124539712	0.365688844562899	0.00322440533634929	0.0730616974945893	0.0608331711115437	0.0377866462441521
CENPS	0.175734780139229	0.0779477710648405	0.0925607468991684	0.149547137216231	0.229324918922429	0.143888204438768	0.264358952462522	0.262583209544151	0.223106892024445	0.238251447425427	0.203122209211992	0.109274333081031	0.0287180206053907	0.388749357974545	0.188798649178705	0.238358006646713	0.0520600495372369	0.424364803053849	0.18817009012066	0.0322325562434507	0.295641638293696
CASZ1	0.566905595239721	0.47608275325115	0.419107706801991	1.71558933139756	0.734695083869114	0.574636020762438	0.744429667426203	0.667893387970173	0.688896159196564	0.673736511104565	0.840633082440404	0.234167274174093	0.183710986097197	0.727398822922374	0.515153077613712	1.68706638637702	0.283465247504086	0.542038104782663	0.178714172488751	0.271120195439983	0.59205359179771
MTOR	0.669877970404237	0.567079170204859	0.533888526904056	0.315740282834794	0.291901134702791	0.526777996799752	0.332876743687736	0.452179910427182	0.324217429656392	0.520285197710052	0.130558216313109	0.46478315636358	0.31872948549385	0.44291309597432	0.519777298297028	0.442572767126347	0.411632165898521	0.307956374712953	0.41252751947599	0.433529306227903	0.348427542044069
FBXO2	0.184249482570794	0.0895859708592485	0.0756981826063536	0.0921168747662185	0.00277296390709128	0.0193797523494291	0.00755613276731484	0.00846895996794913	0.0130823033268866	0.00953118030324403	0.120997991433342	0.0179335432118798	0	0	0.623820234316997	0.238030150561537	0	0.0073129915696794	0.0460185967003649	0.0646395697590237	0.0197138048539031
PLOD1	0.386158670104434	0.255517960007354	0.249101861623724	0.44787711874208	0.517716820499608	1.61593866336932	0.67848553636172	0.72149878485461	0.694766394760844	0.609610043660369	0.0408117316217012	0.892768658288215	1.08714021402887	0.180603214737222	0.853631970860092	0.991240828141383	1.30938488247937	0.693639189613613	1.20207721812453	0.462612920482687	0.654517545249052
TNFRSF1B	0.653138652351818	3.17209721769514	1.88341663845546	0.109416114815756	0.0476514401030793	1.37178895476028	0.0113024772639678	0.0160975363926072	0.0633553650104547	1.84463185800555	4.85894411907196	2.16483831279417	3.09803170994754	0.17964932451854	0.251388501215839	0.382259049037946	0.282172430389116	0.0366675088753932	0.460674436690062	2.10619775070551	0.833241145620266
PDPN	0.0861593051926988	0.00614671974154273	0.0290425049202443	0.0567953483810715	0.0379812580337877	1.07862202896794	0.000567366679893875	0.0117001466446118	0.0284140183437887	0.0674002383942536	0	0.156893580496199	0.0849860270273972	0	0.630399415174783	0.0363022032657314	0.159803440970581	0.0230959513812826	1.16027451905885	0.750716829258432	0.0191314609835491
PRDM2	2.56881986075502	2.45216288468355	2.38194272251424	0.782021345936375	0.65576587392296	1.67807682911917	0.487477797123088	0.608882602613852	0.565701649073022	1.23416485525116	3.32031830019235	1.21596655965851	1.15384582817678	1.70837057318608	1.10054760434435	1.50346901506117	1.14729448579596	0.536984450437893	1.58836205701516	2.07594313077313	0.890038841102821
KAZN	0.153586217337544	0.0735788704607635	0.0497418128380185	0.320458099262224	0.342719859633427	0.449500436642379	0.145051732935267	0.188580580208235	0.243811063863937	0.010669345997367	0	0.0525846130276556	0.134238872853254	0	0.479680885380515	0.470969351837901	0.554687810927965	0.115117371069155	1.6666183266322	0.641510698038157	0.15828952115382
TMEM51	0.0813716806715686	0.0294792275524844	0.0890947937648519	0.130681581992568	0.288162906367263	0.32888165536314	0.157229855916813	0.144249539515228	0.162680564303518	0.109664608381107	0.284823196001082	1.04472369517481	1.05105148992258	0	0.356258258759845	0.592673194792836	0.54392906508245	0.21006721056505	0.249238824724976	0.0227454691025548	0.134960121260294
DDI2	0.491393679592833	0.387264256894626	0.291904593294352	0.298288699864155	0.349753327976228	0.406938759167177	0.299257474923202	0.295645411682613	0.265821600371175	0.450722524132366	0.6594568167023	0.393172911246087	0.446342077016251	0	0.272441416651665	0.577662086592512	0.54758293789937	0.25362553708604	0.326107426319981	0.476890999686444	0.291713864830328
FBLIM1	0.0247844377554963	0.0164509809311384	0.0220302733162665	0.0672478279242346	0.0239381316250563	0.654887879673092	0.00918463344787781	0.00655265776775182	0.029047991240035	0.0749748834140563	0	0.0333539272418499	0.0220799780966617	0	0.573011396409038	0.925978091765237	1.6292209325254	0.0091666234830538	0.581665195173688	0.171800923598555	0.0214400179940683
ZBTB17	0.824705885282774	0.865860139176881	0.766197910138829	0.468546884577202	0.426442908494005	0.665699694120319	0.470988904958524	0.396882142542487	0.471477979438	0.702253535685844	1.52717120110487	0.637428468292903	0.510321843883064	0.422529260151266	0.443860472036622	0.549948703603537	0.506133640023539	0.415695379722428	0.526049387196854	0.808152772415704	0.450971461151639
SRARP	0.121125657873013	0.0046992790366102	0.0547282265381732	0.566448845975219	0.520255373880819	0.0923227084315852	0.123489311225322	0.128875900163557	0.141745697391575	0.0848252745300433	0	0.0836514779205802	0.0696164710710396	0	0.193500820044007	0.202518379631603	0.0432264092984238	0.0706103411879043	0.069282817856318	0.102254575561042	0.159779462048017
EPHA2	0.0579843247088564	0.0375866829782717	0.0260803185123031	0.143384348520659	0.108777832818181	1.43817740046578	0.112603719100372	0.112355863751657	0.151323560857193	2.79257764301804	0	0.0523433549292468	0.0308424950329436	0	0.329661851176727	0.382040966479087	1.26983204804544	0.13644598129656	0.16707945558447	0.0444896157403889	0.109292276272704
NECAP2	1.16046609309445	2.03490345003168	1.2081588956492	0.464727072744973	0.491812868076347	1.37845972996194	0.293262948602805	0.256828828514366	0.341877729623118	0.527002920218659	2.7276688530185	1.36572138897104	1.92164414500247	0.297062056263553	0.635151249181164	0.736103127331411	0.935606663661294	0.270349166364671	0.665242935879233	1.37667265788069	0.836374880811433
MFAP2	0.0861696539233277	0.0137809138400358	0.116538098212303	0.0563686770055759	0.0212048964411898	0.696583224362172	0.0367763601075212	0.0115889208834393	0.0361416550608694	0.116100641657866	0	0.111062649036925	0.0834807093204362	0	0.210201934434597	0.115208070109895	0.495600650061451	0.0185222761213673	2.22874438131833	0.853560537686875	0.048375787238379
PADI2	0.250583609550472	0.195513377100978	0.166294826405411	1.71451883888126	0.583556084663977	0.385610099644991	1.12414955851074	1.03598156806662	1.21465801405462	0.32706547688583	1.75515375970328	1.1493886505283	0.0927837672876681	4.50475228566243	0.691408629435955	2.21707102490486	0.594614538081275	0.959497705522475	0.283073963722994	0.187005567681488	0.862013273127808
ARHGEF10L	0.126211548048547	0.0319059715586112	0.0635865939132798	0.309647644536208	0.299128279864807	0.1557725081089	0.288002023302289	0.230517780777868	0.286094395424586	0.0442667708682561	0.306479670901266	1.08526584486595	3.97445949906553	0	0.428446589167062	1.06597191187571	0.936282177861231	0.263466304011331	0.605767028072309	0.137601224081963	0.207895098367058
ALDH4A1	0.148606359760657	0.0930644098572808	0.096528531317007	0.416924026054568	0.371337437307369	0.180870085193482	0.731087270427896	0.692636710714624	0.749279554456663	0.185138269550237	0.133784693432533	0.184767292499335	0.1436223013538	0.360252539255762	0.279687910881973	0.270747972423468	0.233014668132938	0.789862171387335	0.26556622327009	0.163042151195424	0.588059796900635
IFFO2	0.455608008370946	1.00687690156577	1.04180185534221	0.177720921373151	0.217925551550053	0.544249466737083	0.0857380842877641	0.147227152134711	0.149421527553697	0.424069422161002	0.862540571501223	0.310615842993825	0.156796316131735	0	1.76747950099716	1.39283567178103	0.741025295894297	0.133243998941959	0.260901996420647	0.636401133440095	0.41189727567812
NBL1	0.199561259034387	0.280067181393626	0.931545673787113	0.354721951243518	0.70969176487103	0.77262786375923	0.339135113432798	0.234450535164768	0.351610017554139	0.186696284381861	0.202473611836747	0.321222714695831	0.302614734027502	0.294065753102394	0.747850108448959	0.495846223158312	1.53244245316543	0.598395686524119	4.01232355323974	2.44348333212864	0.614242218220344
UBXN10	0.0372285746347335	0.0415127327684517	0.0365486841043306	0.217243225551553	0.144221171443019	0.057332315166016	0.147839778327212	0.131544160949571	0.133908339706373	0.0156086371695695	0	0.0323638098224067	0.0171688556957679	1.16978083743167	0.253308083415971	0.373198567162157	0.0313014349419177	0.0894622171984653	0.196407572748399	0.036212990323889	0.0998943459320744
CAMK2N1	0.360917625981221	0.219958847209975	0.367967948109409	2.74772275209339	0.816115817969957	0.559097887122109	0.835639890976884	0.741164494808036	0.870832394459451	0.10466353075958	0.3165588445614	0.314736772387343	0.155706103806121	0.252264070028506	1.41316048564444	1.55396537472561	1.26137031930492	0.804166274939854	0.709023627495076	0.698565420971752	0.84624371622569
EIF4G3	1.60612974483502	1.16209878798653	1.30460296278696	0.802595606105081	0.607925643726579	1.80786969046861	0.990249043181993	0.8547559914617	0.785162700944043	0.888453696964025	0.428003117334177	1.43980740381685	1.6544326319562	2.12648255629953	1.10412237401831	1.08261068438881	1.30852281633745	0.650216873052294	1.36222406876386	1.05349250860809	0.710814852740385
ALPL	0.0730177470930887	0	0.0276453488369883	0.0292552608367644	0.0270646701416373	0.425354220945045	0.0124657737063032	0.00293285903137376	0.00675564951787054	0.014983967155144	0	0.0464485432756281	0.0134386204449796	0	0.0669352831204518	0.0963137608251146	0.0747239826626859	0.00823519327586457	0.703787232034446	0.369824513655095	0.0225304928347614
RAP1GAP	0.106792479863864	0.0655871524923004	0.0636878019698464	0.675854275876893	0.204708903709388	0.0494667894563529	0.267303198662644	0.313568810988083	0.308471389927069	0.092395113850568	0.155703914746471	0.0748047606167568	0.0369137023993969	0	0.0983441795773627	0.207675472393198	0.0237040560821508	0.133991635973363	0.0981531363325028	0.0286237691779253	0.14815427285602
HSPG2	0.251572557366749	0.0814797842244468	0.133960935214849	0.192314746003977	0.18387468269499	12.5118254995992	0.117692316000755	0.0989206432632009	0.145641341763679	0.323006966541599	0.141544820167306	0.250884417836841	0.133965895333367	2.47868279132769	1.37500237421117	0.451728843043246	1.73375936039202	0.164087236886469	2.81125564961709	1.6207005992297	0.325347993207327
WNT4	0.00430366121156402	0.0255170374681696	0.0245396210645019	0.0459824708077533	0.17866934671652	0.0400390281883337	0.00879669395940168	0.00145105532351569	0.0392321934382373	0	0.133500654153205	0.0242067928843435	0	0	0.164555450374368	0.947519512702913	0.00390810176853329	0.015800908135256	0.138732434292477	0.0190701671769639	0.0104236666341678
C1QA	1.1125385349445	0.501998152487896	0.560499368632856	0.405349535492852	0.373103671518577	0.826167497670278	0.0780926081502963	0.299910451209288	0.17517333449587	0.813680772066532	0.394748404529927	11.1030354094819	34.462602121592	1.05055622788099	0.768772547606728	0.560026059715461	0.689932479209513	0.168094862309012	1.38363321132605	0.958439982556552	0.492786469821116
C1QC	0.720435782968271	0.393442335295339	0.57357484273805	0.343345266481479	0.377622463660473	0.528263899851196	0.0942305705395703	0.20002694864666	0.204192251279597	0.630454333500736	0.212129070932655	10.1146312988733	26.6892937495261	0.502370667844245	0.950815330865931	0.531435572167187	0.458994926108268	0.134563626875366	1.08857255751666	0.999054018533125	0.397163188465896
C1QB	0.526538752317062	0.321939360504817	0.454318191473717	0.30329508239309	0.258916923056216	0.525691468840322	0.113801788520251	0.320430672376944	0.175719851504541	0.377858075177643	0.665131002617576	9.11195137263564	22.3972649588593	1.00474133568849	0.648026833048348	0.373481664178867	0.450077260078171	0.105841304867824	0.86425532018995	0.7803111177798	0.347194822282297
ZNF436	0.331530358814945	0.276004117416733	0.232979934716952	0.310927151586643	0.627467917702778	0.762160499861562	0.644998493687541	0.595506790249497	0.586135181731627	0.228044299014296	0.291661487168366	0.320812841799333	0.244002457720443	0	0.50108669920271	0.858955631631947	0.665982345227051	0.435464277045805	1.78878600040956	0.584047977442954	0.647249614034324
TCEA3	0.416475261144603	0.458554476451364	0.373087394620775	1.82668099639346	1.9918397147493	0.719697798972833	2.47752595241321	1.91395305061055	2.14678783377464	0.680476795106841	0.440568692112188	0.556018436419688	0.251253175304125	0	1.14709173687961	1.0481791239852	0.400181821658039	2.06558070366359	0.770845760428389	0.549900968288595	1.58730825943434
ASAP3	0.0605030064733625	0.0362177517045534	0.0042244001351808	0.260929211476693	0.215641047551859	0.23137779690437	0.0583657866292587	0.0796327328728298	0.0805751693140373	0.019978739858997	0	0.028518098393238	0.0230700470560731	0.150391770562315	0.193407353534105	0.576646179183464	0.00651260025334015	0.0326453924355633	0.548056009354974	0.19590874385475	0.0671238546922107
E2F2	0.0999781894414884	0.0811788738186596	0.0506494660623115	0.0953279565766067	0.127059632019728	0.0160764169194427	0.237208847098162	0.185013981021519	0.197417188613626	0.155511589184158	0	0.0738750959258331	0.035914142420658	0	0.0689209004111413	0.126123727741356	0.0835369547808176	0.381756373659346	0.0512134597628619	0.0227636946386946	0.133010336321542
ID3	0.764182030999385	0.192051201897589	0.119097246498998	0.0746703478504999	0.106903196414994	4.21047467814744	0.0149042597912362	0.120730456545476	0.0404661690226812	0.101826586294852	0	0.171261498276017	0.136863254387877	0	0.250231475100456	0.244034745298032	3.81894473590302	0.0409544663066959	1.57619109936461	0.637038607059763	0.0881146525429697
ELOA	1.59651873029821	0.624195033069166	0.746148234556658	0.823049872943365	1.50059420862512	1.1059860367121	1.87312246951349	1.53405812117025	1.4634551268919	1.2590688913842	0.469826706385271	0.752084182476438	0.766859942258962	0.43333306981998	0.95005870358215	1.05725627295299	1.03174610125737	1.22759352289908	0.76996167821278	0.267157391108704	1.09479793760088
GALE	0.333707406323066	0.217566053807085	0.252919043577667	0.697028521923078	1.17460553119941	0.40706072372441	1.19835702500247	1.08612202060913	0.995385333509217	0.229026671492759	0.0579223261606186	0.486148095527859	0.238110583210645	0.705482099316229	0.597935935508906	0.516994417915675	0.294101055382059	0.895714725465225	0.321415542581945	0.112627335397922	0.717494692341409
FUCA1	0.534323929586514	0.329401143161058	0.417922641768919	0.470217476334944	0.467250851304441	0.508455542794093	0.480213558810477	0.407564023748683	0.645964105789326	0.647974519511226	0	1.53261958534114	4.86603090193557	0.705542370979334	0.376887488001803	0.343751014334235	0.312649909194364	0.430955241500843	0.411006611782476	0.625103751876618	0.568763940872624
CNR2	1.20395164343786	0	0.127869196703129	0.00136112869741517	0.000936306127448065	0.002534291498263	0.00196188775917516	0	0.01485220169208	0.0712368613255734	0	0.0300898145306308	0	0	0.0208413887874737	0	0	0.00235385845290121	0.00303113332981112	0	0.00723437194799933
SRSF10	0.49397443263484	0.314460472694566	0.210921123648942	0.321948631580918	0.328921875047463	0.357604104713161	0.413456370830244	0.469580305543276	0.375090105204727	0.231566862411081	0	0.241489391404596	0.184878875430488	0.147992481981915	0.321943924964148	0.368439644535039	0.209713271878741	0.513419371335551	0.243946488948249	0.114789736510053	0.383714912948493
IFNLR1	0.149353651723289	0.0165846832589467	0.0625970504665073	0.0246990706425052	0.0179769749457998	0.000207657925929248	0.00219269170786023	0.00102469599319274	0.0286521104499324	0.913531598974747	0	0.0659448567568843	0.00463491686813105	0	0.142195941220317	0.0252104576681836	0.0111368241651887	0.014711386034459	0.0152458156617698	0.00507305194805195	0.0389885518128129
GRHL3	0.0224690634798393	0.0085327581116665	0.00465532009981006	0.00600856741643787	0.314317936678154	0.0129544610375159	0.0600563400278769	0.0879337883110816	0.0474111076701165	0.00953118030324403	0	0.0233954932391088	0	0.142118128588483	0.0760411151531308	0.0492977142625219	0.0117243053055999	0.05356362841827	0.0259602727511995	0	0.049547505710291
NIPAL3	0.587662114559377	0.923533022114324	0.61585099578348	0.230786338577195	0.1959112653525	0.304932340067609	0.242615329867601	0.287738343426748	0.264872610708047	0.937291436414814	0.678985796198717	0.392010544002895	0.106968344187126	0.195106723377688	0.412162214591502	0.494404412691012	0.156007075555474	0.301579468647301	0.133961133290761	0.183234294359374	0.429435534378463
NCMAP	0.0157520863082198	0	0.00171087569461553	0.0276645238049009	0.0162504965538339	0.0843684677905348	0.0432604168801995	0.0523490171330932	0.0338356619563145	0.0500200080032013	0	0.0235190609456638	0	0.150391770562315	0.071469916830492	0.614814837689662	0.0796939546109296	0.0469095048631593	0.0121231247227823	0	0.0237155170426547
RUNX3	0.9095073511421	1.86212957978002	2.90904978396918	0.0849101402967948	0.103084659188521	0.165441312816418	0.092686856361801	0.0572720255813306	0.123470601971985	0.60036495989217	0.668774748667528	0.820851892400046	0.187857855965143	1.15155114253652	0.392463853687568	0.279318860042091	0.0464351409118102	0.160393702735519	0.141978958872763	1.20705726489858	0.751187468252677
RSRP1	7.39337188605429	7.69250918817029	8.05668036312552	2.6196063733138	2.84602806171711	5.32648123114179	3.6839835397579	3.57350432292192	3.19586345651925	7.07901853732653	8.30696678351087	6.36081746110124	7.56241304079348	9.73890380320979	4.59465903754797	5.70212992710668	4.85684057877479	2.38554080514345	4.55897107493281	5.72086046999376	4.36007052764885
LDLRAP1	0.624557450282387	2.00859678570685	1.19947560998367	0.820433248079331	1.24960183479426	0.633721075220484	0.785082629205799	0.801969726071206	0.855531096337748	0.314668120266264	0.277481963726273	0.383146923106993	0.264922424532718	0.537931343861278	1.05348966621026	0.577491953289089	0.836231958684133	0.816005923275398	0.431580161334035	1.20222974100663	1.06935773907033
AUNIP	0.0472789746700954	0.00880833762005764	0.024803609308406	0.0664595523574549	0.0944289596267791	0.0507824518545155	0.098665527411041	0.145878493423622	0.101010541055251	0.00493929117220246	0.0107521447840808	0.0339864992543976	0	0.194178527738403	0.0345408298505988	0.0604114578523464	0.00155778332417876	0.183668147387014	0.0221568195189509	0	0.0950386253261269
STMN1	0.174735984660285	0.125357605275094	0.158511184953227	0.295100470458914	0.71360833856075	0.5957796771513	0.667892346392188	0.655526983165653	0.536369272648834	0.428080629053224	0.0193074420535395	0.343616104839604	0.251588970850155	0.544740415113706	0.482622407181923	0.435029907016676	0.245853209387298	1.42399445919572	0.263331797731733	0.169011929016709	0.544214729657131
